Sex,HasSex,SexM,SexF,Length,Diam,Height,Whole,Shucked,Viscera,Shell,Rings,Square Root[Rings],Predicted Square Root[Rings],Residual Square Root[Rings],Studentized Resid Square Root[Rings]
F,1,0,1,0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31,13,3.6055512755,3.7882238343,-0.182672559,-0.606000591
I,0,0,0,0.37,0.28,0.095,0.2655,0.122,0.052,0.08,7,2.6457513111,2.6519060683,-0.006154757,-0.020370708
F,1,0,1,0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22,10,3.1622776602,3.5438103227,-0.381532663,-1.266827991
M,1,1,0,0.335,0.25,0.09,0.181,0.0755,0.0415,0.06,7,2.6457513111,2.7693855726,-0.123634262,-0.410002414
F,1,0,1,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,12,3.4641016151,3.0389885039,0.4251131113,1.4094079303
M,1,1,0,0.5,0.405,0.14,0.6155,0.241,0.1355,0.205,9,3,3.3020326146,-0.302032615,-1.000414095
F,1,0,1,0.485,0.395,0.16,0.66,0.2475,0.128,0.235,14,3.7416573868,3.4973558089,0.2443015779,0.8108104236
M,1,1,0,0.55,0.405,0.14,0.8025,0.244,0.1635,0.255,10,3.1622776602,3.7274969771,-0.565219317,-1.881181734
M,1,1,0,0.45,0.35,0.13,0.46,0.174,0.111,0.135,8,2.8284271247,3.1634724195,-0.335045295,-1.110001393
I,0,0,0,0.405,0.3,0.12,0.324,0.1265,0.07,0.11,7,2.6457513111,2.892789929,-0.247038618,-0.818595499
M,1,1,0,0.47,0.36,0.135,0.501,0.1665,0.115,0.165,10,3.1622776602,3.3692102038,-0.206932544,-0.685701184
F,1,0,1,0.415,0.305,0.13,0.32,0.1305,0.0755,0.105,8,2.8284271247,3.0456510468,-0.217223922,-0.722060101
F,1,0,1,0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,9,3,3.12258469,-0.12258469,-0.406723728
F,1,0,1,0.47,0.35,0.145,0.5175,0.187,0.1235,0.18,11,3.3166247904,3.3298004028,-0.013175612,-0.043717665
F,1,0,1,0.49,0.375,0.15,0.5755,0.22,0.144,0.19,9,3,3.3032406979,-0.303240698,-1.00507269
F,1,0,1,0.445,0.355,0.15,0.485,0.181,0.125,0.155,11,3.3166247904,3.2823791624,0.0342456279,0.1137290348
I,0,0,0,0.425,0.38,0.105,0.3265,0.1285,0.0785,0.1,10,3.1622776602,2.7862699531,0.3760077071,1.2595898731
F,1,0,1,0.5,0.37,0.135,0.45,0.1715,0.1055,0.155,9,3,3.2074519547,-0.207451955,-0.688603195
F,1,0,1,0.39,0.29,0.125,0.3055,0.121,0.082,0.09,7,2.6457513111,2.9977846452,-0.352033334,-1.171037279
I,0,0,0,0.365,0.27,0.085,0.205,0.078,0.0485,0.07,7,2.6457513111,2.6442587277,0.0014925833,0.0049416172
F,1,0,1,0.58,0.465,0.165,1.1015,0.404,0.2095,0.35,11,3.3166247904,3.6958647537,-0.379239963,-1.256525039
F,1,0,1,0.53,0.415,0.16,0.783,0.2935,0.158,0.245,15,3.8729833462,3.4840092747,0.3889740715,1.2883584613
M,1,1,0,0.555,0.445,0.135,0.836,0.336,0.1625,0.275,13,3.6055512755,3.3891142132,0.2164370623,0.7169794609
M,1,1,0,0.565,0.44,0.175,0.9025,0.31,0.193,0.325,14,3.7416573868,3.752018124,-0.010360737,-0.034357456
M,1,1,0,0.625,0.505,0.215,1.4455,0.496,0.287,0.435,22,4.6904157598,4.0570737245,0.6333420353,2.1198963175
I,0,0,0,0.275,0.215,0.075,0.1155,0.0485,0.029,0.035,7,2.6457513111,2.421801572,0.223949739,0.7421478611
I,0,0,0,0.44,0.35,0.135,0.435,0.1815,0.083,0.125,12,3.4641016151,2.9925410405,0.4715605747,1.5643087734
I,0,0,0,0.295,0.225,0.08,0.124,0.0485,0.032,0.04,9,3,2.4891204809,0.5108795191,1.6921716169
I,0,0,0,0.075,0.055,0.01,0.002,0.001,0.0005,0.0015,1,1,1.4162839329,-0.416283933,-1.434125683
I,0,0,0,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3,1.7320508076,1.7646497066,-0.032598899,-0.1093792
I,0,0,0,0.11,0.09,0.03,0.008,0.0025,0.002,0.003,3,1.7320508076,1.6938742813,0.0381765262,0.1289798223
I,0,0,0,0.16,0.12,0.035,0.021,0.0075,0.0045,0.005,5,2.2360679775,1.8915045865,0.344563391,1.1489005635
M,1,1,0,0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,17,4.1231056256,3.4865146447,0.636590981,2.109790972
I,0,0,0,0.27,0.2,0.07,0.1,0.034,0.0245,0.035,5,2.2360679775,2.4126582527,-0.176590275,-0.584913694
I,0,0,0,0.23,0.175,0.065,0.0645,0.026,0.0105,0.02,5,2.2360679775,2.2479267595,-0.011858782,-0.039336491
I,0,0,0,0.3,0.23,0.08,0.1275,0.0435,0.0265,0.04,8,2.8284271247,2.5259722281,0.3024548967,1.0017522217
I,0,0,0,0.33,0.255,0.085,0.1655,0.063,0.039,0.06,8,2.8284271247,2.6136211289,0.2148059959,0.7113029089
I,0,0,0,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,10,3.1622776602,2.5949705355,0.5673071247,1.8780022361
I,0,0,0,0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05,13,3.6055512755,2.5414844135,1.064066862,3.522853683
I,0,0,0,0.36,0.275,0.085,0.1975,0.0745,0.0415,0.07,9,3,2.6589373146,0.3410626854,1.1291669497
I,0,0,0,0.305,0.245,0.075,0.156,0.0675,0.038,0.045,7,2.6457513111,2.4875437176,0.1582075935,0.5243927363
I,0,0,0,0.345,0.27,0.11,0.2135,0.082,0.0545,0.07,7,2.6457513111,2.7498500577,-0.104098747,-0.345328722
I,0,0,0,0.33,0.25,0.105,0.1715,0.0655,0.035,0.06,7,2.6457513111,2.6834759968,-0.037724686,-0.125130664
M,1,1,0,0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,13,3.6055512755,3.5972943537,0.0082569217,0.0273760457
F,1,0,1,0.595,0.455,0.155,1.0605,0.5135,0.2165,0.3,12,3.4641016151,3.1228718118,0.3412298034,1.130313848
F,1,0,1,0.575,0.46,0.185,1.094,0.4485,0.217,0.345,15,3.8729833462,3.5117549594,0.3612283868,1.1972410903
M,1,1,0,0.6,0.495,0.165,1.2415,0.485,0.2775,0.34,15,3.8729833462,3.5206258449,0.3523575013,1.1689702432
M,1,1,0,0.56,0.45,0.175,1.011,0.3835,0.2065,0.37,15,3.8729833462,3.6974561841,0.1755271621,0.582014691
M,1,1,0,0.56,0.45,0.185,1.07,0.3805,0.175,0.41,19,4.3588989435,3.9934934142,0.3654055294,1.2165535696
M,1,1,0,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,10,3.1622776602,3.6492257056,-0.486948045,-1.619730871
F,1,0,1,0.635,0.505,0.17,1.415,0.605,0.297,0.365,15,3.8729833462,3.373477582,0.4995057642,1.654650116
F,1,0,1,0.59,0.475,0.16,1.1015,0.4775,0.2555,0.295,13,3.6055512755,3.2798497812,0.3257014943,1.0782115462
F,1,0,1,0.54,0.475,0.155,0.928,0.394,0.194,0.26,11,3.3166247904,3.3250711766,-0.008446386,-0.028123968
F,1,0,1,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,12,3.4641016151,3.2666210922,0.1974805229,0.6546172399
M,1,1,0,0.53,0.42,0.165,0.8945,0.319,0.239,0.245,11,3.3166247904,3.4885540779,-0.171929288,-0.571250488
I,0,0,0,0.245,0.195,0.06,0.095,0.0445,0.0245,0.026,4,2,2.272107886,-0.272107886,-0.902752159
M,1,1,0,0.27,0.2,0.08,0.1205,0.0465,0.028,0.04,6,2.4494897428,2.575422116,-0.125932373,-0.419072762
F,1,0,1,0.46,0.38,0.13,0.639,0.3,0.1525,0.16,11,3.3166247904,2.9996789857,0.3169458046,1.0519900843
M,1,1,0,0.52,0.45,0.15,0.895,0.3615,0.186,0.235,14,3.7416573868,3.324993798,0.4166635887,1.3881088632
M,1,1,0,0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,8,2.8284271247,2.8810687968,-0.052641672,-0.174770775
M,1,1,0,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9,3,3.6887019167,-0.688701917,-2.294877664
F,1,0,1,0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,13,3.6055512755,3.2132850353,0.3922662402,1.2997943396
F,1,0,1,0.64,0.525,0.215,1.779,0.4535,0.2855,0.55,22,4.6904157598,5.0851022814,-0.394686522,-1.434267549
M,1,1,0,0.59,0.5,0.2,1.187,0.412,0.2705,0.37,16,4,3.8480849774,0.1519150226,0.5079142829
M,1,1,0,0.62,0.485,0.205,1.219,0.3875,0.2505,0.385,14,3.7416573868,4.0787335826,-0.337076196,-1.126641347
M,1,1,0,0.63,0.505,0.225,1.525,0.56,0.3335,0.45,15,3.8729833462,3.8629918562,0.00999149,0.0333792624
M,1,1,0,0.63,0.515,0.155,1.259,0.4105,0.197,0.41,13,3.6055512755,4.078023485,-0.47247221,-1.597106624
M,1,1,0,0.655,0.54,0.215,1.844,0.7425,0.327,0.585,22,4.6904157598,3.8285543827,0.8618613771,2.8817291817
F,1,0,1,0.66,0.53,0.185,1.3485,0.493,0.245,0.49,12,3.4641016151,3.8244772516,-0.360375636,-1.198756059
M,1,1,0,0.61,0.5,0.24,1.642,0.532,0.3345,0.69,18,4.2426406871,4.4864151547,-0.243774468,-0.860079401
M,1,1,0,0.635,0.525,0.205,1.484,0.55,0.3115,0.43,20,4.472135955,3.8205850447,0.6515509103,2.1697469564
F,1,0,1,0.515,0.425,0.135,0.712,0.2665,0.1605,0.25,11,3.3166247904,3.4387845485,-0.122159758,-0.4050424
F,1,0,1,0.535,0.415,0.185,0.8415,0.314,0.1585,0.3,15,3.8729833462,3.631144388,0.2418389582,0.803422942
I,0,0,0,0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,7,2.6457513111,2.7657740216,-0.120022711,-0.397673238
F,1,0,1,0.455,0.355,0.12,0.4495,0.177,0.104,0.15,9,3,3.1796644193,-0.179664419,-0.595060246
M,1,1,0,0.485,0.395,0.14,0.6295,0.2285,0.127,0.225,14,3.7416573868,3.4568773322,0.2847800546,0.9436195169
M,1,1,0,0.515,0.38,0.175,0.9565,0.325,0.158,0.31,14,3.7416573868,3.8260123264,-0.08435494,-0.283779502
F,1,0,1,0.535,0.415,0.17,0.879,0.295,0.1965,0.285,10,3.1622776602,3.697472236,-0.535194576,-1.774479046
M,1,1,0,0.53,0.435,0.155,0.699,0.288,0.1595,0.205,10,3.1622776602,3.2385408633,-0.076263203,-0.252986189
F,1,0,1,0.495,0.4,0.155,0.6445,0.242,0.1325,0.205,17,4.1231056256,3.4202141965,0.7028914291,2.3300733336
M,1,1,0,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,9,3,3.598499421,-0.598499421,-1.987671803
F,1,0,1,0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,10,3.1622776602,3.4165188079,-0.254241148,-0.842278429
M,1,1,0,0.54,0.435,0.18,0.996,0.3835,0.226,0.325,17,4.1231056256,3.5824806976,0.540624928,1.7932191404
F,1,0,1,0.565,0.505,0.21,1.2765,0.501,0.279,0.355,12,3.4641016151,3.6654854615,-0.201383846,-0.684236086
M,1,1,0,0.61,0.475,0.165,1.116,0.428,0.2205,0.315,15,3.8729833462,3.5582461375,0.3147372087,1.0434892676
F,1,0,1,0.565,0.455,0.175,1.013,0.342,0.207,0.35,19,4.3588989435,3.8367001847,0.5221987589,1.7309800445
M,1,1,0,0.6,0.495,0.195,1.0575,0.384,0.19,0.375,26,5.0990195136,3.8466960663,1.2523234473,4.1760388224
I,0,0,0,0.295,0.215,0.085,0.128,0.049,0.034,0.04,6,2.4494897428,2.4912981634,-0.041808421,-0.138564393
I,0,0,0,0.275,0.205,0.075,0.1105,0.045,0.0285,0.035,6,2.4494897428,2.4093938366,0.0400959062,0.1328260308
I,0,0,0,0.28,0.21,0.085,0.1065,0.039,0.0295,0.03,4,2,2.4605535916,-0.460553592,-1.527468663
M,1,1,0,0.49,0.395,0.14,0.549,0.2215,0.1275,0.15,11,3.3166247904,3.1546130434,0.162011747,0.5372878648
M,1,1,0,0.37,0.28,0.105,0.234,0.0905,0.0585,0.075,9,3,2.9148961508,0.0851038492,0.2821279242
F,1,0,1,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,9,3,2.9522846725,0.0477153275,0.1584260634
F,1,0,1,0.54,0.435,0.175,0.892,0.322,0.174,0.335,13,3.6055512755,3.7212850879,-0.115733812,-0.384032803
M,1,1,0,0.37,0.28,0.1,0.252,0.1065,0.0595,0.074,8,2.8284271247,2.8492576404,-0.020830516,-0.069027885
M,1,1,0,0.36,0.27,0.1,0.217,0.0885,0.0495,0.0715,6,2.4494897428,2.8635136197,-0.414023877,-1.372499356
F,1,0,1,0.47,0.36,0.13,0.472,0.182,0.114,0.15,10,3.1622776602,3.2010112076,-0.038733547,-0.128297977
I,0,0,0,0.2,0.145,0.06,0.037,0.0125,0.0095,0.011,4,2,2.1217640897,-0.12176409,-0.404600324
I,0,0,0,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3,1.7320508076,1.8844480535,-0.152397246,-0.508401994
M,1,1,0,0.645,0.515,0.24,1.5415,0.471,0.369,0.535,13,3.6055512755,4.3316935117,-0.726142236,-2.487511388
M,1,1,0,0.55,0.41,0.125,0.7605,0.2505,0.1635,0.195,14,3.7416573868,3.4573290424,0.2843283444,0.9478895479
M,1,1,0,0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,10,3.1622776602,3.1885495596,-0.026271899,-0.08705941
F,1,0,1,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,21,4.582575695,3.5912769214,0.9912987736,3.2882180276
M,1,1,0,0.56,0.44,0.14,0.971,0.443,0.2045,0.265,14,3.7416573868,3.1619337709,0.5797236159,1.9188209308
M,1,1,0,0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,19,4.3588989435,3.7566361262,0.6022628173,2.0240656236
F,1,0,1,0.62,0.47,0.2,1.2255,0.381,0.27,0.435,23,4.7958315233,4.0356718891,0.7601596342,2.5380213911
M,1,1,0,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,23,4.7958315233,3.9343776354,0.8614538879,2.865416042
I,0,0,0,0.45,0.355,0.11,0.4585,0.194,0.067,0.14,8,2.8284271247,2.9434735084,-0.115046384,-0.381693999
F,1,0,1,0.635,0.535,0.19,1.242,0.576,0.2475,0.39,14,3.7416573868,3.319308282,0.4223491048,1.4077433007
M,1,1,0,0.45,0.35,0.1,0.3675,0.1465,0.1015,0.12,10,3.1622776602,3.006869781,0.1554078792,0.5154964363
F,1,0,1,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,18,4.2426406871,3.5956312696,0.6470094175,2.148783963
I,0,0,0,0.33,0.255,0.095,0.172,0.066,0.0255,0.06,6,2.4494897428,2.6570782371,-0.207588494,-0.688082908
I,0,0,0,0.265,0.21,0.06,0.0965,0.0425,0.022,0.03,5,2.2360679775,2.3320739337,-0.096005956,-0.318360996
I,0,0,0,0.19,0.145,0.04,0.038,0.0165,0.0065,0.015,4,2,2.0354927158,-0.035492716,-0.118024031
M,1,1,0,0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,11,3.3166247904,2.9965221458,0.3201026446,1.0619313659
I,0,0,0,0.265,0.205,0.07,0.1055,0.039,0.041,0.035,5,2.2360679775,2.4164051982,-0.180337221,-0.598844617
M,1,1,0,0.335,0.265,0.105,0.222,0.0935,0.056,0.075,7,2.6457513111,2.829779689,-0.184028378,-0.611521143
I,0,0,0,0.355,0.275,0.09,0.251,0.097,0.053,0.08,7,2.6457513111,2.7110136264,-0.065262315,-0.216055004
I,0,0,0,0.32,0.255,0.1,0.1755,0.073,0.0415,0.065,7,2.6457513111,2.6628040907,-0.01705278,-0.056574954
M,1,1,0,0.51,0.4,0.13,0.6435,0.27,0.1665,0.205,12,3.4641016151,3.1541443501,0.3099572651,1.0267054636
M,1,1,0,0.36,0.295,0.105,0.241,0.0865,0.053,0.095,8,2.8284271247,3.0124850001,-0.184057875,-0.611261179
I,0,0,0,0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,8,2.8284271247,2.7346794406,0.0937476841,0.3105591454
M,1,1,0,0.5,0.38,0.155,0.5955,0.2135,0.161,0.2,12,3.4641016151,3.3611772701,0.1029243451,0.3416142837
F,1,0,1,0.4,0.325,0.12,0.3185,0.134,0.0565,0.095,8,2.8284271247,3.0350584383,-0.206631314,-0.686716863
I,0,0,0,0.3,0.22,0.08,0.121,0.0475,0.042,0.035,5,2.2360679775,2.4618867321,-0.225818755,-0.748723903
I,0,0,0,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,5,2.2360679775,2.1380607333,0.0980072442,0.3256272113
F,1,0,1,0.74,0.6,0.195,1.974,0.598,0.4085,0.71,16,4,4.2853984084,-0.285398408,-0.984115808
M,1,1,0,0.62,0.465,0.19,1.3415,0.5705,0.3175,0.355,11,3.3166247904,3.3358008924,-0.019176102,-0.063649689
M,1,1,0,0.6,0.475,0.19,1.0875,0.403,0.2655,0.325,14,3.7416573868,3.5787715284,0.1628858583,0.5405560065
M,1,1,0,0.59,0.45,0.185,1.283,0.473,0.276,0.425,16,4,3.7811052374,0.2188947626,0.7271478238
M,1,1,0,0.62,0.475,0.185,1.325,0.6045,0.325,0.33,13,3.6055512755,3.1834836641,0.4220676113,1.3992212344
F,1,0,1,0.565,0.45,0.195,1.0035,0.406,0.2505,0.285,15,3.8729833462,3.4075267811,0.4654565651,1.5456214912
M,1,1,0,0.575,0.455,0.145,1.165,0.581,0.2275,0.3,14,3.7416573868,3.0806388799,0.6610185069,2.1912358606
F,1,0,1,0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48,14,3.7416573868,3.9648259713,-0.223168585,-0.742511782
M,1,1,0,0.62,0.465,0.185,1.274,0.579,0.3065,0.32,12,3.4641016151,3.1739987176,0.2901028976,0.9624306491
F,1,0,1,0.505,0.375,0.18,0.568,0.2325,0.1495,0.17,12,3.4641016151,3.1954444144,0.2686572007,0.8967143197
F,1,0,1,0.46,0.425,0.155,0.746,0.3005,0.152,0.24,8,2.8284271247,3.4013720705,-0.572944946,-1.922415436
M,1,1,0,0.49,0.39,0.14,0.707,0.2795,0.2185,0.18,13,3.6055512755,3.1578716556,0.4476796199,1.489492535
F,1,0,1,0.525,0.42,0.16,0.756,0.2745,0.173,0.275,9,3,3.5496127441,-0.549612744,-1.821545058
I,0,0,0,0.34,0.26,0.08,0.2,0.08,0.0555,0.055,6,2.4494897428,2.5689314491,-0.119441706,-0.395692108
I,0,0,0,0.375,0.305,0.115,0.2715,0.092,0.074,0.09,8,2.8284271247,2.897630481,-0.069203356,-0.229691055
M,1,1,0,0.61,0.48,0.15,1.2,0.56,0.2455,0.28,14,3.7416573868,3.1300629096,0.6115944772,2.0264700558
F,1,0,1,0.61,0.495,0.185,1.153,0.536,0.2905,0.245,8,2.8284271247,3.0961977825,-0.267770658,-0.892027623
F,1,0,1,0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27,22,4.6904157598,3.4919424376,1.1984733222,3.9776581652
M,1,1,0,0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,12,3.4641016151,3.0773632167,0.3867383984,1.2807299099
M,1,1,0,0.58,0.455,0.17,0.93,0.408,0.259,0.22,9,3,3.0747287121,-0.074728712,-0.248294193
M,1,1,0,0.635,0.515,0.17,1.275,0.509,0.286,0.34,16,4,3.4542564647,0.5457435353,1.8099919337
M,1,1,0,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,20,4.472135955,4.0387495822,0.4333863728,1.4936059212
M,1,1,0,0.675,0.525,0.185,1.587,0.6935,0.336,0.395,13,3.6055512755,3.360835945,0.2447153304,0.8112571037
F,1,0,1,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,18,4.2426406871,3.5749788171,0.66766187,2.2641966977
M,1,1,0,0.745,0.585,0.215,2.499,0.9265,0.472,0.7,17,4.1231056256,3.8063378481,0.3167677775,1.0986951543
F,1,0,1,0.685,0.545,0.18,1.768,0.7495,0.392,0.485,16,4,3.4659382572,0.5340617428,1.7717814423
M,1,1,0,0.605,0.49,0.18,1.227,0.48,0.287,0.35,18,4.2426406871,3.5300438679,0.7125968193,2.3611073921
F,1,0,1,0.59,0.465,0.15,0.997,0.392,0.246,0.34,12,3.4641016151,3.4370610406,0.0270405745,0.0896357705
F,1,0,1,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,20,4.472135955,3.451800718,1.020335237,3.3814451712
F,1,0,1,0.6,0.48,0.15,1.029,0.4085,0.2705,0.295,16,4,3.3543504279,0.6456495721,2.1402227928
F,1,0,1,0.62,0.5,0.175,1.186,0.4985,0.3015,0.35,12,3.4641016151,3.3548702195,0.1092313956,0.3619444255
M,1,1,0,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,19,4.3588989435,3.286232714,1.0726662296,3.5758535928
M,1,1,0,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,11,3.3166247904,3.0956003913,0.2210243991,0.732963021
F,1,0,1,0.58,0.455,0.12,1.0735,0.479,0.2735,0.265,10,3.1622776602,3.1487850642,0.013492596,0.0448545588
M,1,1,0,0.63,0.49,0.18,1.13,0.458,0.2765,0.315,12,3.4641016151,3.3531075848,0.1109940303,0.3679316518
F,1,0,1,0.69,0.56,0.215,1.719,0.68,0.299,0.47,17,4.1231056256,3.7082498227,0.414855803,1.3918983316
F,1,0,1,0.65,0.545,0.165,1.566,0.6645,0.3455,0.415,16,4,3.45234104,0.54765896,1.8231935593
F,1,0,1,0.66,0.565,0.195,1.7605,0.692,0.3265,0.5,16,4,3.7308076704,0.2691923296,0.9039014227
F,1,0,1,0.68,0.58,0.2,1.787,0.585,0.453,0.6,19,4.3588989435,4.1204463544,0.2384525891,0.8223165568
F,1,0,1,0.7,0.575,0.17,1.31,0.5095,0.314,0.42,14,3.7416573868,3.3829461211,0.3587112656,1.2007044299
M,1,1,0,0.685,0.52,0.15,1.343,0.4635,0.292,0.4,13,3.6055512755,3.6987299581,-0.093178683,-0.31240125
F,1,0,1,0.675,0.545,0.195,1.7345,0.6845,0.3695,0.605,20,4.472135955,3.7057008292,0.7664351258,2.5540188016
M,1,1,0,0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,11,3.3166247904,3.1920321267,0.1245926637,0.4159445885
F,1,0,1,0.585,0.45,0.16,1.077,0.4995,0.2875,0.25,10,3.1622776602,3.0650572696,0.0972203906,0.3224715916
M,1,1,0,0.565,0.465,0.175,0.995,0.3895,0.183,0.37,15,3.8729833462,3.6796723296,0.1933110166,0.6418822872
F,1,0,1,0.61,0.495,0.185,1.1085,0.3705,0.3135,0.33,12,3.4641016151,3.706673556,-0.242571941,-0.809301163
M,1,1,0,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,15,3.8729833462,3.8398977026,0.0330856436,0.1098788743
M,1,1,0,0.535,0.42,0.145,0.791,0.33,0.189,0.25,10,3.1622776602,3.2667738713,-0.104496211,-0.345908742
M,1,1,0,0.485,0.4,0.135,0.663,0.313,0.137,0.2,10,3.1622776602,3.0608940262,0.101383634,0.336047496
M,1,1,0,0.47,0.375,0.12,0.5565,0.226,0.122,0.195,12,3.4641016151,3.213461116,0.2506404992,0.8302493087
M,1,1,0,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,10,3.1622776602,3.1215019393,0.0407757209,0.1350039564
F,1,0,1,0.455,0.37,0.105,0.4925,0.216,0.1245,0.135,9,3,3.0213105462,-0.021310546,-0.07074334
M,1,1,0,0.54,0.42,0.155,0.7385,0.3515,0.152,0.215,12,3.4641016151,3.1008934643,0.3632081508,1.2031876543
M,1,1,0,0.46,0.38,0.135,0.482,0.207,0.1225,0.145,10,3.1622776602,3.0609940073,0.1012836528,0.3361767053
M,1,1,0,0.49,0.42,0.125,0.609,0.239,0.1435,0.22,14,3.7416573868,3.2524903406,0.4891670462,1.6288676786
I,0,0,0,0.465,0.375,0.12,0.471,0.222,0.119,0.14,9,3,2.8290808306,0.1709191694,0.5667239664
I,0,0,0,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,10,3.1622776602,2.7212320586,0.4410456015,1.4603189666
M,1,1,0,0.475,0.375,0.125,0.593,0.277,0.115,0.18,10,3.1622776602,3.0511399529,0.1111377072,0.3680049058
F,1,0,1,0.47,0.375,0.125,0.5615,0.252,0.137,0.18,10,3.1622776602,3.1004455346,0.0618321256,0.2049317357
I,0,0,0,0.365,0.295,0.095,0.25,0.1075,0.0545,0.08,9,3,2.6971311568,0.3028688432,1.0032475882
I,0,0,0,0.345,0.275,0.095,0.1995,0.0755,0.0535,0.07,6,2.4494897428,2.70038241,-0.250892667,-0.831488371
I,0,0,0,0.39,0.31,0.1,0.302,0.116,0.064,0.115,11,3.3166247904,2.8600548196,0.4565699708,1.5125189215
F,1,0,1,0.5,0.395,0.14,0.7155,0.3165,0.176,0.24,10,3.1622776602,3.2064420392,-0.044164379,-0.146479925
M,1,1,0,0.47,0.38,0.145,0.5865,0.2385,0.144,0.185,8,2.8284271247,3.2149128982,-0.386485773,-1.281323825
M,1,1,0,0.535,0.44,0.15,0.6765,0.256,0.139,0.26,12,3.4641016151,3.4465146115,0.0175870037,0.0583879307
M,1,1,0,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,11,3.3166247904,3.2922126538,0.0244121366,0.0808155687
F,1,0,1,0.485,0.365,0.12,0.5885,0.27,0.131,0.175,9,3,3.039090109,-0.039090109,-0.129502761
M,1,1,0,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,9,3,3.2279800641,-0.227980064,-0.761050651
F,1,0,1,0.435,0.325,0.11,0.4335,0.178,0.0985,0.155,7,2.6457513111,3.1171865409,-0.47143523,-1.564479989
F,1,0,1,0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,10,3.1622776602,3.1407627933,0.0215148669,0.0712431352
I,0,0,0,0.44,0.345,0.12,0.365,0.1655,0.083,0.11,7,2.6457513111,2.8073454203,-0.161594109,-0.535169584
F,1,0,1,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,12,3.4641016151,3.2321072736,0.2319943416,0.7691064234
M,1,1,0,0.45,0.355,0.115,0.479,0.2125,0.1045,0.15,8,2.8284271247,3.0297699355,-0.201342811,-0.666664553
M,1,1,0,0.59,0.485,0.12,0.911,0.39,0.182,0.29,16,4,3.2267779332,0.7732220668,2.5759724057
M,1,1,0,0.555,0.45,0.145,0.915,0.4,0.246,0.285,11,3.3166247904,3.1913755265,0.1252492638,0.4159020313
M,1,1,0,0.57,0.44,0.095,0.827,0.3395,0.2215,0.235,8,2.8284271247,3.1048984509,-0.276471326,-0.923565712
M,1,1,0,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,15,3.8729833462,3.4139297402,0.459053606,1.5229055183
M,1,1,0,0.585,0.475,0.12,0.945,0.41,0.2115,0.28,14,3.7416573868,3.1757803464,0.5658770403,1.8798665208
F,1,0,1,0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,11,3.3166247904,3.1164945644,0.2001302259,0.6647459491
M,1,1,0,0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24,12,3.4641016151,3.2796669141,0.1844347011,0.6119515969
F,1,0,1,0.605,0.495,0.17,1.2385,0.528,0.2465,0.39,14,3.7416573868,3.4606310815,0.2810263052,0.9311686782
F,1,0,1,0.62,0.47,0.14,1.0325,0.3605,0.224,0.36,15,3.8729833462,3.6120135042,0.260969842,0.8677249344
