Sex,HasSex,SexM,SexF,Length,Diam,Height,Whole,Shucked,Viscera,Shell,Rings,Log[Rings],Predicted Log[Rings],Residual Log[Rings],Studentized Resid Log[Rings]
I,0,0,0,0.4,0.3,0.11,0.315,0.109,0.067,0.12,9,2.1972245773,2.1348669012,0.0623576761,0.3372427928
I,0,0,0,0.435,0.34,0.11,0.3795,0.1495,0.085,0.12,8,2.0794415417,2.1066963917,-0.02725485,-0.147287108
F,1,0,1,0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31,13,2.5649493575,2.6586695869,-0.093720229,-0.507558199
I,0,0,0,0.37,0.28,0.095,0.2655,0.122,0.052,0.08,7,1.9459101491,1.9400515005,0.0058586486,0.0316552253
F,1,0,1,0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22,10,2.302585093,2.5195368951,-0.216951802,-1.175985477
M,1,1,0,0.335,0.25,0.09,0.181,0.0755,0.0415,0.06,7,1.9459101491,2.0218932661,-0.075983117,-0.411355634
F,1,0,1,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,12,2.4849066498,2.2050207859,0.2798858638,1.5148371401
M,1,1,0,0.5,0.405,0.14,0.6155,0.241,0.1355,0.205,9,2.1972245773,2.37767226,-0.180447683,-0.975730854
F,1,0,1,0.485,0.395,0.16,0.66,0.2475,0.128,0.235,14,2.6390573296,2.4924271796,0.14663015,0.7944546276
M,1,1,0,0.55,0.405,0.14,0.8025,0.244,0.1635,0.255,10,2.302585093,2.6188951421,-0.316310049,-1.718618632
M,1,1,0,0.45,0.35,0.13,0.46,0.174,0.111,0.135,8,2.0794415417,2.292463727,-0.213022185,-1.152119707
I,0,0,0,0.405,0.3,0.12,0.324,0.1265,0.07,0.11,7,1.9459101491,2.1055666609,-0.159656512,-0.863662194
M,1,1,0,0.47,0.36,0.135,0.501,0.1665,0.115,0.165,10,2.302585093,2.4136646683,-0.111079575,-0.60088738
F,1,0,1,0.415,0.305,0.13,0.32,0.1305,0.0755,0.105,8,2.0794415417,2.2168118255,-0.137370284,-0.745437543
F,1,0,1,0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,9,2.1972245773,2.2609379119,-0.063713335,-0.34510113
F,1,0,1,0.47,0.35,0.145,0.5175,0.187,0.1235,0.18,11,2.3978952728,2.392224528,0.0056707448,0.0307170156
F,1,0,1,0.49,0.375,0.15,0.5755,0.22,0.144,0.19,9,2.1972245773,2.3803022437,-0.183077666,-0.99059954
F,1,0,1,0.445,0.355,0.15,0.485,0.181,0.125,0.155,11,2.3978952728,2.3706893367,0.0272059361,0.147496822
I,0,0,0,0.425,0.38,0.105,0.3265,0.1285,0.0785,0.1,10,2.302585093,2.0515691897,0.2510159033,1.3727340933
F,1,0,1,0.5,0.37,0.135,0.45,0.1715,0.1055,0.155,9,2.1972245773,2.316430435,-0.119205858,-0.645954411
F,1,0,1,0.39,0.29,0.125,0.3055,0.121,0.082,0.09,7,1.9459101491,2.1846852583,-0.238775109,-1.296667881
I,0,0,0,0.365,0.27,0.085,0.205,0.078,0.0485,0.07,7,1.9459101491,1.9341043153,0.0118058337,0.0638087067
F,1,0,1,0.58,0.465,0.165,1.1015,0.404,0.2095,0.35,11,2.3978952728,2.6006466717,-0.202751399,-1.096664234
F,1,0,1,0.53,0.415,0.16,0.783,0.2935,0.158,0.245,15,2.7080502011,2.4795174391,0.228532762,1.2357120986
M,1,1,0,0.555,0.445,0.135,0.836,0.336,0.1625,0.275,13,2.5649493575,2.4273085189,0.1376408386,0.7443465214
M,1,1,0,0.565,0.44,0.175,0.9025,0.31,0.193,0.325,14,2.6390573296,2.6335066545,0.0055506751,0.0300489239
M,1,1,0,0.625,0.505,0.215,1.4455,0.496,0.287,0.435,22,3.0910424534,2.7944326543,0.2966097991,1.6207445532
I,0,0,0,0.275,0.215,0.075,0.1155,0.0485,0.029,0.035,7,1.9459101491,1.7505102208,0.1953999283,1.0571023748
I,0,0,0,0.44,0.35,0.135,0.435,0.1815,0.083,0.125,12,2.4849066498,2.17139593,0.3135107198,1.6978141818
I,0,0,0,0.295,0.225,0.08,0.124,0.0485,0.032,0.04,9,2.1972245773,1.8070541198,0.3901704575,2.1097600569
I,0,0,0,0.075,0.055,0.01,0.002,0.001,0.0005,0.0015,1,0,0.809921988,-0.809921988,-4.555053928
I,0,0,0,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3,1.0986122887,1.1491702991,-0.05055801,-0.276932899
I,0,0,0,0.11,0.09,0.03,0.008,0.0025,0.002,0.003,3,1.0986122887,1.0804532046,0.018159084,0.1001548703
I,0,0,0,0.16,0.12,0.035,0.021,0.0075,0.0045,0.005,5,1.6094379124,1.2732926977,0.3361452147,1.8297552912
M,1,1,0,0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,17,2.8332133441,2.4833352922,0.3498780518,1.8929904235
I,0,0,0,0.27,0.2,0.07,0.1,0.034,0.0245,0.035,5,1.6094379124,1.7337942955,-0.124356383,-0.672428105
I,0,0,0,0.23,0.175,0.065,0.0645,0.026,0.0105,0.02,5,1.6094379124,1.599917456,0.0095204564,0.0515544395
I,0,0,0,0.3,0.23,0.08,0.1275,0.0435,0.0265,0.04,8,2.0794415417,1.8314634869,0.2479780547,1.3408052819
I,0,0,0,0.33,0.255,0.085,0.1655,0.063,0.039,0.06,8,2.0794415417,1.9054991295,0.1739424122,0.940300014
I,0,0,0,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,10,2.302585093,1.8986029222,0.4039821708,2.1831965424
I,0,0,0,0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05,13,2.5649493575,1.8502132661,0.7147360914,3.8629952073
I,0,0,0,0.36,0.275,0.085,0.1975,0.0745,0.0415,0.07,9,2.1972245773,1.9437778142,0.2534467631,1.3698198927
I,0,0,0,0.305,0.245,0.075,0.156,0.0675,0.038,0.045,7,1.9459101491,1.810071629,0.1358385201,0.7350299803
I,0,0,0,0.345,0.27,0.11,0.2135,0.082,0.0545,0.07,7,1.9459101491,2.0058529918,-0.059942843,-0.324621519
I,0,0,0,0.33,0.25,0.105,0.1715,0.0655,0.035,0.06,7,1.9459101491,1.9549611429,-0.009050994,-0.049010277
M,1,1,0,0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,13,2.5649493575,2.5516467989,0.0133025586,0.0720013266
F,1,0,1,0.595,0.455,0.155,1.0605,0.5135,0.2165,0.3,12,2.4849066498,2.2711144858,0.2137921639,1.15610331
F,1,0,1,0.575,0.46,0.185,1.094,0.4485,0.217,0.345,15,2.7080502011,2.4983233771,0.209726824,1.1347664607
M,1,1,0,0.6,0.495,0.165,1.2415,0.485,0.2775,0.34,15,2.7080502011,2.5020723508,0.2059778503,1.1155607482
M,1,1,0,0.56,0.45,0.175,1.011,0.3835,0.2065,0.37,15,2.7080502011,2.6068861309,0.1011640702,0.5476066066
M,1,1,0,0.56,0.45,0.185,1.07,0.3805,0.175,0.41,19,2.9444389792,2.7668394238,0.1775995554,0.9652743494
M,1,1,0,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,10,2.302585093,2.5812413047,-0.278656212,-1.513149122
F,1,0,1,0.635,0.505,0.17,1.415,0.605,0.297,0.365,15,2.7080502011,2.418875094,0.2891751071,1.5637932851
F,1,0,1,0.59,0.475,0.16,1.1015,0.4775,0.2555,0.295,13,2.5649493575,2.3641820909,0.2007672665,1.0850004099
F,1,0,1,0.54,0.475,0.155,0.928,0.394,0.194,0.26,11,2.3978952728,2.3896697438,0.008225529,0.0447118115
F,1,0,1,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,12,2.4849066498,2.35482595,0.1300806998,0.703928913
M,1,1,0,0.53,0.42,0.165,0.8945,0.319,0.239,0.245,11,2.3978952728,2.4907510048,-0.092855732,-0.503660866
I,0,0,0,0.245,0.195,0.06,0.095,0.0445,0.0245,0.026,4,1.3862943611,1.6245605137,-0.238266153,-1.290454001
M,1,1,0,0.27,0.2,0.08,0.1205,0.0465,0.028,0.04,6,1.7917594692,1.8640784339,-0.072318965,-0.392877372
F,1,0,1,0.46,0.38,0.13,0.639,0.3,0.1525,0.16,11,2.3978952728,2.1914728934,0.2064223794,1.1185005129
M,1,1,0,0.52,0.45,0.15,0.895,0.3615,0.186,0.235,14,2.6390573296,2.3860296815,0.2530276481,1.3761276621
M,1,1,0,0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,8,2.0794415417,2.0997685091,-0.020326967,-0.110170291
M,1,1,0,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9,2.1972245773,2.596515527,-0.39929095,-2.172053324
F,1,0,1,0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,13,2.5649493575,2.3193816217,0.2455677358,1.3283660989
F,1,0,1,0.64,0.525,0.215,1.779,0.4535,0.2855,0.55,22,3.0910424534,3.3302560934,-0.23921364,-1.419111716
M,1,1,0,0.59,0.5,0.2,1.187,0.412,0.2705,0.37,16,2.7725887222,2.6835736993,0.0890150229,0.4858539972
M,1,1,0,0.62,0.485,0.205,1.219,0.3875,0.2505,0.385,14,2.6390573296,2.8065916399,-0.16753431,-0.914142989
M,1,1,0,0.63,0.505,0.225,1.525,0.56,0.3335,0.45,15,2.7080502011,2.6923619834,0.0156882177,0.0855604093
M,1,1,0,0.63,0.515,0.155,1.259,0.4105,0.197,0.41,13,2.5649493575,2.8134507622,-0.248501405,-1.371321418
M,1,1,0,0.655,0.54,0.215,1.844,0.7425,0.327,0.585,22,3.0910424534,2.6675032637,0.4235391897,2.3118631143
F,1,0,1,0.66,0.53,0.185,1.3485,0.493,0.245,0.49,12,2.4849066498,2.6705342575,-0.185627608,-1.008023669
M,1,1,0,0.61,0.5,0.24,1.642,0.532,0.3345,0.69,18,2.8903717579,3.0182371229,-0.127865365,-0.73647163
M,1,1,0,0.635,0.525,0.205,1.484,0.55,0.3115,0.43,20,2.9957322736,2.6654069285,0.3303253451,1.7957893776
F,1,0,1,0.515,0.425,0.135,0.712,0.2665,0.1605,0.25,11,2.3978952728,2.4608188728,-0.0629236,-0.340595303
F,1,0,1,0.535,0.415,0.185,0.8415,0.314,0.1585,0.3,15,2.7080502011,2.5657458102,0.1423043909,0.7717720306
I,0,0,0,0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,7,1.9459101491,2.0164620216,-0.070551873,-0.381613956
F,1,0,1,0.455,0.355,0.12,0.4495,0.177,0.104,0.15,9,2.1972245773,2.3008380072,-0.10361343,-0.560231699
M,1,1,0,0.485,0.395,0.14,0.6295,0.2285,0.127,0.225,14,2.6390573296,2.4672755895,0.1717817401,0.9292169273
M,1,1,0,0.515,0.38,0.175,0.9565,0.325,0.158,0.31,14,2.6390573296,2.6621997419,-0.023142412,-0.127096005
F,1,0,1,0.535,0.415,0.17,0.879,0.295,0.1965,0.285,10,2.302585093,2.6064800082,-0.303894915,-1.644884373
M,1,1,0,0.53,0.435,0.155,0.699,0.288,0.1595,0.205,10,2.302585093,2.3367294442,-0.034144351,-0.184907022
F,1,0,1,0.495,0.4,0.155,0.6445,0.242,0.1325,0.205,17,2.8332133441,2.4452023828,0.3880109613,2.0998008422
M,1,1,0,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,9,2.1972245773,2.5437524263,-0.346527849,-1.878762375
F,1,0,1,0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,10,2.302585093,2.4430420492,-0.140456956,-0.759636562
M,1,1,0,0.54,0.435,0.18,0.996,0.3835,0.226,0.325,17,2.8332133441,2.5423961758,0.2908171683,1.5747445328
F,1,0,1,0.565,0.505,0.21,1.2765,0.501,0.279,0.355,12,2.4849066498,2.5827842214,-0.097877572,-0.542896821
M,1,1,0,0.61,0.475,0.165,1.116,0.428,0.2205,0.315,15,2.7080502011,2.5192976578,0.1887525433,1.0216108082
F,1,0,1,0.565,0.455,0.175,1.013,0.342,0.207,0.35,19,2.9444389792,2.6833491297,0.2610898494,1.4128595214
M,1,1,0,0.6,0.495,0.195,1.0575,0.384,0.19,0.375,26,3.258096538,2.6747456221,0.5833509159,3.1756356487
I,0,0,0,0.295,0.215,0.085,0.128,0.049,0.034,0.04,6,1.7917594692,1.8067081722,-0.014948703,-0.080880562
I,0,0,0,0.275,0.205,0.075,0.1105,0.045,0.0285,0.035,6,1.7917594692,1.7388418705,0.0529175987,0.2861778783
I,0,0,0,0.28,0.21,0.085,0.1065,0.039,0.0295,0.03,4,1.3862943611,1.7828783313,-0.39658397,-2.147237389
M,1,1,0,0.49,0.395,0.14,0.549,0.2215,0.1275,0.15,11,2.3978952728,2.2879831092,0.1099121636,0.5950576634
M,1,1,0,0.37,0.28,0.105,0.234,0.0905,0.0585,0.075,9,2.1972245773,2.1291639032,0.0680606741,0.3683374569
F,1,0,1,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,9,2.1972245773,2.1460452423,0.051179335,0.2774061788
F,1,0,1,0.54,0.435,0.175,0.892,0.322,0.174,0.335,13,2.5649493575,2.6213520185,-0.056402661,-0.305534619
M,1,1,0,0.37,0.28,0.1,0.252,0.1065,0.0595,0.074,8,2.0794415417,2.0851110247,-0.005669483,-0.030670494
M,1,1,0,0.36,0.27,0.1,0.217,0.0885,0.0495,0.0715,6,1.7917594692,2.0916596711,-0.299900202,-1.622991662
F,1,0,1,0.47,0.36,0.13,0.472,0.182,0.114,0.15,10,2.302585093,2.3150687896,-0.012483697,-0.067503845
I,0,0,0,0.2,0.145,0.06,0.037,0.0125,0.0095,0.011,4,1.3862943611,1.4876267427,-0.101332382,-0.549677574
I,0,0,0,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3,1.0986122887,1.2663464301,-0.167734141,-0.913491195
M,1,1,0,0.645,0.515,0.24,1.5415,0.471,0.369,0.535,13,2.5649493575,2.94715454,-0.382205183,-2.137434032
M,1,1,0,0.55,0.41,0.125,0.7605,0.2505,0.1635,0.195,14,2.6390573296,2.4632285393,0.1758287903,0.9569303647
M,1,1,0,0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,10,2.302585093,2.3137647514,-0.011179658,-0.060479132
F,1,0,1,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,21,3.0445224377,2.5466954242,0.4978270135,2.6957974934
M,1,1,0,0.56,0.44,0.14,0.971,0.443,0.2045,0.265,14,2.6390573296,2.2928565091,0.3462008205,1.8706576602
M,1,1,0,0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,19,2.9444389792,2.6439352705,0.3005037087,1.6486981204
F,1,0,1,0.62,0.47,0.2,1.2255,0.381,0.27,0.435,23,3.1354942159,2.7917652095,0.3437290064,1.8735247113
M,1,1,0,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,23,3.1354942159,2.7384635032,0.3970307127,2.1559194221
I,0,0,0,0.45,0.355,0.11,0.4585,0.194,0.067,0.14,8,2.0794415417,2.1380179492,-0.058576408,-0.317261858
F,1,0,1,0.635,0.535,0.19,1.242,0.576,0.2475,0.39,14,2.6390573296,2.3905922482,0.2484650814,1.3519792406
M,1,1,0,0.45,0.35,0.1,0.3675,0.1465,0.1015,0.12,10,2.302585093,2.2005725705,0.1020125225,0.5524066387
F,1,0,1,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,18,2.8903717579,2.5422940482,0.3480777097,1.8871704767
I,0,0,0,0.33,0.255,0.095,0.172,0.066,0.0255,0.06,6,1.7917594692,1.9331703085,-0.141410839,-0.765196474
I,0,0,0,0.265,0.21,0.06,0.0965,0.0425,0.022,0.03,5,1.6094379124,1.6796111287,-0.070173216,-0.379879475
I,0,0,0,0.19,0.145,0.04,0.038,0.0165,0.0065,0.015,4,1.3862943611,1.4049285639,-0.018634203,-0.101156734
M,1,1,0,0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,11,2.3978952728,2.1862927816,0.2116024912,1.1459897461
I,0,0,0,0.265,0.205,0.07,0.1055,0.039,0.041,0.035,5,1.6094379124,1.7380966398,-0.128658727,-0.697462398
M,1,1,0,0.335,0.265,0.105,0.222,0.0935,0.056,0.075,7,1.9459101491,2.0704234857,-0.124513337,-0.675453287
I,0,0,0,0.355,0.275,0.09,0.251,0.097,0.053,0.08,7,1.9459101491,1.9704487382,-0.024538589,-0.13261853
I,0,0,0,0.32,0.255,0.1,0.1755,0.073,0.0415,0.065,7,1.9459101491,1.9412201641,0.0046899849,0.0254011425
M,1,1,0,0.51,0.4,0.13,0.6435,0.27,0.1665,0.205,12,2.4849066498,2.2926572192,0.1922494306,1.0395894995
M,1,1,0,0.36,0.295,0.105,0.241,0.0865,0.053,0.095,8,2.0794415417,2.1922130614,-0.11277152,-0.611398843
I,0,0,0,0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,8,2.0794415417,1.9924728528,0.0869686889,0.4703265192
M,1,1,0,0.5,0.38,0.155,0.5955,0.2135,0.161,0.2,12,2.4849066498,2.4156741294,0.0692325204,0.3751291565
F,1,0,1,0.4,0.325,0.12,0.3185,0.134,0.0565,0.095,8,2.0794415417,2.2090048583,-0.129563317,-0.702936996
I,0,0,0,0.3,0.22,0.08,0.121,0.0475,0.042,0.035,5,1.6094379124,1.7917518184,-0.182313906,-0.98681162
I,0,0,0,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,5,1.6094379124,1.5099843602,0.0994535522,0.5394306026
F,1,0,1,0.74,0.6,0.195,1.974,0.598,0.4085,0.71,16,2.7725887222,2.8969117168,-0.124322995,-0.699840211
M,1,1,0,0.62,0.465,0.19,1.3415,0.5705,0.3175,0.355,11,2.3978952728,2.4012917729,-0.0033965,-0.018404345
M,1,1,0,0.6,0.475,0.19,1.0875,0.403,0.2655,0.325,14,2.6390573296,2.5341612287,0.1048961009,0.5682892373
M,1,1,0,0.59,0.45,0.185,1.283,0.473,0.276,0.425,16,2.7725887222,2.6503948746,0.1221938476,0.6626580026
M,1,1,0,0.62,0.475,0.185,1.325,0.6045,0.325,0.33,13,2.5649493575,2.3126102377,0.2523391198,1.3656572468
F,1,0,1,0.565,0.45,0.195,1.0035,0.406,0.2505,0.285,15,2.7080502011,2.4440447323,0.2640054688,1.4311649112
M,1,1,0,0.575,0.455,0.145,1.165,0.581,0.2275,0.3,14,2.6390573296,2.2437526381,0.3953046915,2.1392436205
F,1,0,1,0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48,14,2.6390573296,2.7484510761,-0.109393747,-0.594176616
M,1,1,0,0.62,0.465,0.185,1.274,0.579,0.3065,0.32,12,2.4849066498,2.3058255429,0.1790811069,0.9698842736
F,1,0,1,0.505,0.375,0.18,0.568,0.2325,0.1495,0.17,12,2.4849066498,2.3180832481,0.1668234017,0.9090030943
F,1,0,1,0.46,0.425,0.155,0.746,0.3005,0.152,0.24,8,2.0794415417,2.4387510028,-0.359309461,-1.968139032
M,1,1,0,0.49,0.39,0.14,0.707,0.2795,0.2185,0.18,13,2.5649493575,2.2986270042,0.2663223533,1.4465431586
F,1,0,1,0.525,0.42,0.16,0.756,0.2745,0.173,0.275,9,2.1972245773,2.5261186043,-0.328894027,-1.779474953
I,0,0,0,0.34,0.26,0.08,0.2,0.08,0.0555,0.055,6,1.7917594692,1.8752361295,-0.08347666,-0.451459945
I,0,0,0,0.375,0.305,0.115,0.2715,0.092,0.074,0.09,8,2.0794415417,2.1086523359,-0.029210794,-0.158275269
M,1,1,0,0.61,0.48,0.15,1.2,0.56,0.2455,0.28,14,2.6390573296,2.2747405247,0.3643168049,1.9706459689
F,1,0,1,0.61,0.495,0.185,1.153,0.536,0.2905,0.245,8,2.0794415417,2.2516919501,-0.172250408,-0.93676002
F,1,0,1,0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27,22,3.0910424534,2.4754916279,0.6155508255,3.3351530894
M,1,1,0,0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,12,2.4849066498,2.2434185372,0.2414881126,1.3055357956
M,1,1,0,0.58,0.455,0.17,0.93,0.408,0.259,0.22,9,2.1972245773,2.2430754274,-0.04585085,-0.248701971
M,1,1,0,0.635,0.515,0.17,1.275,0.509,0.286,0.34,16,2.7725887222,2.461519468,0.3110692542,1.6842164178
M,1,1,0,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,20,2.9957322736,2.7785054671,0.2172268065,1.2221568936
M,1,1,0,0.675,0.525,0.185,1.587,0.6935,0.336,0.395,13,2.5649493575,2.4164256983,0.1485236592,0.8037958234
F,1,0,1,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,18,2.8903717579,2.526522901,0.3638488569,2.0143334374
M,1,1,0,0.745,0.585,0.215,2.499,0.9265,0.472,0.7,17,2.8332133441,2.6434957232,0.1897176208,1.0742284506
F,1,0,1,0.685,0.545,0.18,1.768,0.7495,0.392,0.485,16,2.7725887222,2.4766147662,0.295973956,1.6029683457
M,1,1,0,0.605,0.49,0.18,1.227,0.48,0.287,0.35,18,2.8903717579,2.5087561568,0.3816156011,2.0641951417
F,1,0,1,0.59,0.465,0.15,0.997,0.392,0.246,0.34,12,2.4849066498,2.4610615682,0.0238450816,0.1290378219
F,1,0,1,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,20,2.9957322736,2.4700879295,0.525644344,2.8438339169
F,1,0,1,0.6,0.48,0.15,1.029,0.4085,0.2705,0.295,16,2.7725887222,2.4091924162,0.363396306,1.9665065382
F,1,0,1,0.62,0.5,0.175,1.186,0.4985,0.3015,0.35,12,2.4849066498,2.4115900768,0.073316573,0.3965969187
M,1,1,0,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,19,2.9444389792,2.3641423317,0.5802966475,3.1580423635
M,1,1,0,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,11,2.3978952728,2.2541550514,0.1437402214,0.7781672062
F,1,0,1,0.58,0.455,0.12,1.0735,0.479,0.2735,0.265,10,2.302585093,2.2821400112,0.0204450818,0.1109564859
M,1,1,0,0.63,0.49,0.18,1.13,0.458,0.2765,0.315,12,2.4849066498,2.401194593,0.0837120568,0.4530105439
F,1,0,1,0.69,0.56,0.215,1.719,0.68,0.299,0.47,17,2.8332133441,2.59969738,0.2335159641,1.2790269338
F,1,0,1,0.65,0.545,0.165,1.566,0.6645,0.3455,0.415,16,2.7725887222,2.4640135318,0.3085751905,1.6770127149
F,1,0,1,0.66,0.565,0.195,1.7605,0.692,0.3265,0.5,16,2.7725887222,2.6129102085,0.1596785138,0.8753014338
F,1,0,1,0.68,0.58,0.2,1.787,0.585,0.453,0.6,19,2.9444389792,2.8230940248,0.1213449543,0.6831427819
F,1,0,1,0.7,0.575,0.17,1.31,0.5095,0.314,0.42,14,2.6390573296,2.4088823025,0.2301750271,1.2577724234
M,1,1,0,0.685,0.52,0.15,1.343,0.4635,0.292,0.4,13,2.5649493575,2.6073818015,-0.042432444,-0.232245342
F,1,0,1,0.675,0.545,0.195,1.7345,0.6845,0.3695,0.605,20,2.9957322736,2.6088570876,0.386875186,2.1046134133
M,1,1,0,0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,11,2.3978952728,2.3140193183,0.0838759545,0.4571231884
F,1,0,1,0.585,0.45,0.16,1.077,0.4995,0.2875,0.25,10,2.302585093,2.2385068786,0.0640782144,0.3469742692
M,1,1,0,0.565,0.465,0.175,0.995,0.3895,0.183,0.37,15,2.7080502011,2.5956402235,0.1124099776,0.6093354107
F,1,0,1,0.61,0.495,0.185,1.1085,0.3705,0.3135,0.33,12,2.4849066498,2.6120598361,-0.127153186,-0.692547583
M,1,1,0,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,15,2.7080502011,2.6871029088,0.0209472923,0.1135678167
M,1,1,0,0.535,0.42,0.145,0.791,0.33,0.189,0.25,10,2.302585093,2.3582539804,-0.055668887,-0.300833575
M,1,1,0,0.485,0.4,0.135,0.663,0.313,0.137,0.2,10,2.302585093,2.2347218002,0.0678632928,0.3672150799
M,1,1,0,0.47,0.375,0.12,0.5565,0.226,0.122,0.195,12,2.4849066498,2.323581619,0.1613250308,0.8723922557
M,1,1,0,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,10,2.302585093,2.2714727336,0.0311123594,0.1681630458
F,1,0,1,0.455,0.37,0.105,0.4925,0.216,0.1245,0.135,9,2.1972245773,2.2043115839,-0.007087007,-0.038406664
M,1,1,0,0.54,0.42,0.155,0.7385,0.3515,0.152,0.215,12,2.4849066498,2.2534876188,0.231419031,1.2514964467
M,1,1,0,0.46,0.38,0.135,0.482,0.207,0.1225,0.145,10,2.302585093,2.239136671,0.063448422,0.3437968197
M,1,1,0,0.49,0.42,0.125,0.609,0.239,0.1435,0.22,14,2.6390573296,2.355923555,0.2831337746,1.5391220548
I,0,0,0,0.465,0.375,0.12,0.471,0.222,0.119,0.14,9,2.1972245773,2.0826201489,0.1146044285,0.620347411
I,0,0,0,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,10,2.302585093,2.0022600432,0.3003250498,1.6233365136
M,1,1,0,0.475,0.375,0.125,0.593,0.277,0.115,0.18,10,2.302585093,2.2226580824,0.0799270105,0.4320544812
F,1,0,1,0.47,0.375,0.125,0.5615,0.252,0.137,0.18,10,2.302585093,2.2570365855,0.0455485075,0.2464461069
I,0,0,0,0.365,0.295,0.095,0.25,0.1075,0.0545,0.08,9,2.1972245773,1.9743972844,0.2228272929,1.2049656834
I,0,0,0,0.345,0.275,0.095,0.1995,0.0755,0.0535,0.07,6,1.7917594692,1.9724097276,-0.180650258,-0.977371267
I,0,0,0,0.39,0.31,0.1,0.302,0.116,0.064,0.115,11,2.3978952728,2.083310592,0.3145846808,1.701311398
F,1,0,1,0.5,0.395,0.14,0.7155,0.3165,0.176,0.24,10,2.302585093,2.3237625527,-0.02117746,-0.114665459
M,1,1,0,0.47,0.38,0.145,0.5865,0.2385,0.144,0.185,8,2.0794415417,2.3291720926,-0.249730551,-1.351605136
M,1,1,0,0.535,0.44,0.15,0.6765,0.256,0.139,0.26,12,2.4849066498,2.4611861096,0.0237205402,0.1285608021
M,1,1,0,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,11,2.3978952728,2.3720392226,0.0258560502,0.1397346763
F,1,0,1,0.485,0.365,0.12,0.5885,0.27,0.131,0.175,9,2.1972245773,2.2122249491,-0.015000372,-0.081127284
M,1,1,0,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,9,2.1972245773,2.339270471,-0.142045894,-0.774101917
F,1,0,1,0.435,0.325,0.11,0.4335,0.178,0.0985,0.155,7,1.9459101491,2.2532584548,-0.307348306,-1.665066454
F,1,0,1,0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,10,2.302585093,2.2809925329,0.0215925601,0.1167242966
I,0,0,0,0.44,0.345,0.12,0.365,0.1655,0.083,0.11,7,1.9459101491,2.0627811298,-0.116870981,-0.631866536
F,1,0,1,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,12,2.4849066498,2.3384601413,0.1464465085,0.7925758533
M,1,1,0,0.45,0.355,0.115,0.479,0.2125,0.1045,0.15,8,2.0794415417,2.2103027816,-0.13086124,-0.707351106
M,1,1,0,0.59,0.485,0.12,0.911,0.39,0.182,0.29,16,2.7725887222,2.3374477129,0.4351410094,2.3665721561
M,1,1,0,0.555,0.45,0.145,0.915,0.4,0.246,0.285,11,2.3978952728,2.319722232,0.0781730408,0.4237655368
M,1,1,0,0.57,0.44,0.095,0.827,0.3395,0.2215,0.235,8,2.0794415417,2.2645253727,-0.185083831,-1.009343417
M,1,1,0,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,15,2.7080502011,2.4428211415,0.2652290596,1.436426576
M,1,1,0,0.585,0.475,0.12,0.945,0.41,0.2115,0.28,14,2.6390573296,2.3070332484,0.3320240812,1.8006416552
