Sex,HasSex,SexM,SexF,Length,Diam,Height,Whole,Shucked,Viscera,Shell,Rings,Log[Rings],Pred Formula Log[Rings],Predicted Log[Rings],Residual Log[Rings],Studentized Resid Log[Rings],Lower 95% Mean Log[Rings],Upper 95% Mean Log[Rings]
F,1,0,1,0.575,0.46,0.19,0.994,0.392,0.2425,0.34,13,2.5649493575,2.5073600247,2.5073600247,0.0575893327,0.3074863069,2.4955271621,2.5191928874
M,1,1,0,0.645,0.485,0.215,1.514,0.546,0.2615,0.635,16,2.7725887222,2.7881139415,2.7881139415,-0.015525219,-0.083345483,2.7481415915,2.8280862914
F,1,0,1,0.58,0.455,0.17,0.9075,0.374,0.2135,0.285,13,2.5649493575,2.3980839989,2.3980839989,0.1668653585,0.8907969094,2.388296793,2.4078712049
F,1,0,1,0.575,0.46,0.165,1.124,0.2985,0.1785,0.44,13,2.5649493575,3.021792115,3.021792115,-0.456842757,-2.448287264,2.988070476,3.0555137539
M,1,1,0,0.605,0.465,0.165,1.056,0.4215,0.2475,0.34,13,2.5649493575,2.4702111057,2.4702111057,0.0947382517,0.5057874089,2.4595104769,2.4809117346
F,1,0,1,0.605,0.485,0.16,1.222,0.53,0.2575,0.28,13,2.5649493575,2.34230151,2.34230151,0.2226478475,1.189245656,2.3266452182,2.3579578018
M,1,1,0,0.61,0.485,0.175,1.2445,0.544,0.297,0.345,12,2.4849066498,2.3960234627,2.3960234627,0.088883187,0.4745097472,2.3858319994,2.4062149261
F,1,0,1,0.725,0.56,0.21,2.141,0.65,0.398,1.005,18,2.8903717579,3.139155121,3.139155121,-0.248783363,-1.378845113,3.039965045,3.238345197
F,1,0,1,0.65,0.545,0.23,1.752,0.5605,0.2895,0.815,16,2.7725887222,3.1666944108,3.1666944108,-0.394105689,-2.125859746,3.1131431267,3.2202456949
M,1,1,0,0.725,0.57,0.19,2.55,1.0705,0.483,0.725,14,2.6390573296,2.4622239428,2.4622239428,0.1768333869,0.9659848789,2.3837240828,2.5407238027
F,1,0,1,0.725,0.575,0.175,2.124,0.765,0.4515,0.85,20,2.9957322736,2.8101314413,2.8101314413,0.1856008322,1.0058773868,2.7460619843,2.8742008984
F,1,0,1,0.68,0.57,0.205,1.842,0.625,0.408,0.65,20,2.9957322736,2.9052797387,2.9052797387,0.0904525348,0.4849353265,2.8700616734,2.940497804
M,1,1,0,0.705,0.56,0.22,1.981,0.8175,0.3085,0.76,14,2.6390573296,2.6463544976,2.6463544976,-0.007297168,-0.039312249,2.5960183699,2.6966906252
F,1,0,1,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,12,2.4849066498,2.9117984313,2.9117984313,-0.426891782,-2.291743699,2.8717959401,2.9518009225
M,1,1,0,0.695,0.55,0.215,1.9565,0.7125,0.541,0.59,14,2.6390573296,2.6992126815,2.6992126815,-0.060155352,-0.322055883,2.6697759631,2.7286493999
F,1,0,1,0.53,0.395,0.145,0.775,0.308,0.169,0.255,7,1.9459101491,2.4065875099,2.4065875099,-0.460677361,-2.460142153,2.3928241267,2.4203508932
M,1,1,0,0.525,0.435,0.155,1.065,0.486,0.233,0.285,8,2.0794415417,2.3381370229,2.3381370229,-0.258695481,-1.382686913,2.3176449243,2.3586291215
F,1,0,1,0.52,0.405,0.115,0.776,0.32,0.1845,0.22,8,2.0794415417,2.3437611868,2.3437611868,-0.264319645,-1.411039297,2.3340648155,2.353457558
I,0,0,0,0.235,0.16,0.04,0.048,0.0185,0.018,0.015,5,1.6094379124,1.518343083,1.518343083,0.0910948294,0.4872849711,1.4930593735,1.5436267926
I,0,0,0,0.36,0.26,0.09,0.1785,0.0645,0.037,0.075,7,1.9459101491,1.9440838393,1.9440838393,0.0018263097,0.0097593754,1.9249593872,1.9632082914
I,0,0,0,0.315,0.21,0.06,0.125,0.06,0.0375,0.035,5,1.6094379124,1.7033539055,1.7033539055,-0.093915993,-0.501964531,1.6828850065,1.7238228045
I,0,0,0,0.315,0.245,0.085,0.1435,0.053,0.0475,0.05,8,2.0794415417,1.8519090263,1.8519090263,0.2275325153,1.2154659563,1.8353616329,1.8684564198
I,0,0,0,0.225,0.16,0.045,0.0465,0.025,0.015,0.015,4,1.3862943611,1.4969100399,1.4969100399,-0.110615679,-0.591618038,1.4724291299,1.5213909499
M,1,1,0,0.58,0.475,0.15,0.97,0.385,0.2165,0.35,11,2.3978952728,2.5036134704,2.5036134704,-0.105718198,-0.564660505,2.4882655766,2.5189613643
M,1,1,0,0.57,0.48,0.18,0.9395,0.399,0.2,0.295,14,2.6390573296,2.385554349,2.385554349,0.2535029806,1.3541990835,2.3690048154,2.4021038826
M,1,1,0,0.64,0.51,0.175,1.368,0.515,0.266,0.57,21,3.0445224377,2.723557017,2.723557017,0.3209654208,1.7184067065,2.6940077793,2.7531062546
F,1,0,1,0.56,0.45,0.16,1.0235,0.429,0.268,0.3,10,2.302585093,2.4173267558,2.4173267558,-0.114741663,-0.612604388,2.4061627077,2.4284908039
F,1,0,1,0.62,0.475,0.175,1.0165,0.4355,0.214,0.325,10,2.302585093,2.3764979526,2.3764979526,-0.07391286,-0.394686567,2.3634521206,2.3895437846
F,1,0,1,0.645,0.51,0.2,1.5675,0.621,0.367,0.46,12,2.4849066498,2.5635371102,2.5635371102,-0.07863046,-0.41999287,2.5479199633,2.579154257
M,1,1,0,0.62,0.49,0.19,1.218,0.5455,0.2965,0.355,13,2.5649493575,2.3762905903,2.3762905903,0.1886587672,1.0071394095,2.3665007673,2.3860804133
F,1,0,1,0.63,0.48,0.15,1.0525,0.392,0.336,0.285,12,2.4849066498,2.4604680764,2.4604680764,0.0244385734,0.1305740633,2.4424539858,2.4784821669
F,1,0,1,0.63,0.5,0.185,1.383,0.54,0.3315,0.38,10,2.302585093,2.5262515995,2.5262515995,-0.223666506,-1.194465503,2.5122795455,2.5402236534
F,1,0,1,0.63,0.48,0.16,1.199,0.5265,0.335,0.315,11,2.3978952728,2.3425206367,2.3425206367,0.0553746361,0.2956435337,2.3313973967,2.3536438767
F,1,0,1,0.585,0.46,0.17,0.9325,0.365,0.271,0.29,9,2.1972245773,2.4443795251,2.4443795251,-0.247154948,-1.319480826,2.4339395605,2.4548194898
M,1,1,0,0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325,13,2.5649493575,2.4100914039,2.4100914039,0.1548579536,0.8266584594,2.4009580566,2.4192247511
M,1,1,0,0.61,0.485,0.17,1.0225,0.419,0.2405,0.36,12,2.4849066498,2.4569292137,2.4569292137,0.0279774361,0.1494217791,2.4422354947,2.4716229327
M,1,1,0,0.58,0.45,0.15,0.927,0.276,0.1815,0.36,14,2.6390573296,2.761640965,2.761640965,-0.122583635,-0.65539733,2.739171281,2.7841106491
I,0,0,0,0.355,0.275,0.085,0.22,0.092,0.06,0.15,8,2.0794415417,2.0937321023,2.0937321023,-0.014290561,-0.076610196,2.0587401324,2.1287240723
F,1,0,1,0.51,0.4,0.14,0.8145,0.459,0.1965,0.195,10,2.302585093,2.0831124001,2.0831124001,0.2194726929,1.1729671247,2.0630737939,2.1031510062
M,1,1,0,0.5,0.405,0.155,0.772,0.346,0.1535,0.245,12,2.4849066498,2.3284784295,2.3284784295,0.1564282203,0.8354405924,2.3139017822,2.3430550769
F,1,0,1,0.505,0.41,0.15,0.644,0.285,0.145,0.21,11,2.3978952728,2.2957126002,2.2957126002,0.1021826726,0.5456433976,2.2826832942,2.3087419061
M,1,1,0,0.64,0.5,0.185,1.3035,0.4445,0.2635,0.465,16,2.7725887222,2.7350610107,2.7350610107,0.0375277116,0.2005658992,2.7150275774,2.755094444
M,1,1,0,0.56,0.45,0.16,0.922,0.432,0.178,0.26,15,2.7080502011,2.2804365299,2.2804365299,0.4276136712,2.2829952799,2.2694274142,2.2914456457
M,1,1,0,0.585,0.46,0.185,0.922,0.3635,0.213,0.285,10,2.302585093,2.4317272113,2.4317272113,-0.129142118,-0.689458126,2.4211040245,2.4423503981
F,1,0,1,0.45,0.345,0.12,0.4165,0.1655,0.095,0.135,9,2.1972245773,2.2562537322,2.2562537322,-0.059029155,-0.315237273,2.2423186155,2.270188849
M,1,1,0,0.5,0.4,0.165,0.825,0.254,0.205,0.285,13,2.5649493575,2.6676380281,2.6676380281,-0.102688671,-0.548946205,2.6460815171,2.6891945391
F,1,0,1,0.5,0.4,0.145,0.63,0.234,0.1465,0.23,12,2.4849066498,2.4409422867,2.4409422867,0.043964363,0.2347741773,2.4274934578,2.4543911157
F,1,0,1,0.53,0.435,0.17,0.8155,0.2985,0.155,0.275,13,2.5649493575,2.5126943249,2.5126943249,0.0522550326,0.2790494334,2.499165419,2.5262232308
M,1,1,0,0.42,0.335,0.115,0.369,0.171,0.071,0.12,8,2.0794415417,2.1658358656,2.1658358656,-0.086394324,-0.461488753,2.1497334564,2.1819382748
F,1,0,1,0.44,0.34,0.14,0.482,0.186,0.1085,0.16,9,2.1972245773,2.3027551175,2.3027551175,-0.10553054,-0.563527041,2.2896083598,2.3159018752
I,0,0,0,0.4,0.3,0.11,0.315,0.109,0.067,0.12,9,2.1972245773,2.1083140255,2.1083140255,0.0889105518,0.4749593176,2.0916960283,2.1249320228
I,0,0,0,0.435,0.34,0.11,0.3795,0.1495,0.085,0.12,8,2.0794415417,2.1101101821,2.1101101821,-0.03066864,-0.163780835,2.0962294965,2.1239908676
F,1,0,1,0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31,13,2.5649493575,2.6388596837,2.6388596837,-0.073910326,-0.394905511,2.6207253998,2.6569939676
I,0,0,0,0.37,0.28,0.095,0.2655,0.122,0.052,0.08,7,1.9459101491,1.9257179919,1.9257179919,0.0201921572,0.1078219854,1.9128575115,1.9385784723
F,1,0,1,0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22,10,2.302585093,2.514823323,2.514823323,-0.21223823,-1.134074847,2.4961828004,2.5334638455
M,1,1,0,0.335,0.25,0.09,0.181,0.0755,0.0415,0.06,7,1.9459101491,2.0279149618,2.0279149618,-0.082004813,-0.438376227,2.0063527205,2.0494772031
F,1,0,1,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,12,2.4849066498,2.1989220601,2.1989220601,0.2859845897,1.5273643634,2.1843549328,2.2134891875
M,1,1,0,0.5,0.405,0.14,0.6155,0.241,0.1355,0.205,9,2.1972245773,2.3701336803,2.3701336803,-0.172909103,-0.923304699,2.3572110308,2.3830563298
F,1,0,1,0.485,0.395,0.16,0.66,0.2475,0.128,0.235,14,2.6390573296,2.4502699347,2.4502699347,0.1887873949,1.0082183703,2.4361003727,2.4644394967
M,1,1,0,0.55,0.405,0.14,0.8025,0.244,0.1635,0.255,10,2.302585093,2.6030755349,2.6030755349,-0.300490442,-1.606503953,2.5808975929,2.6252534768
M,1,1,0,0.45,0.35,0.13,0.46,0.174,0.111,0.135,8,2.0794415417,2.2787936459,2.2787936459,-0.199352104,-1.064572538,2.2652323775,2.2923549142
I,0,0,0,0.405,0.3,0.12,0.324,0.1265,0.07,0.11,7,1.9459101491,2.0554876743,2.0554876743,-0.109577525,-0.585210028,2.0411297371,2.0698456114
M,1,1,0,0.47,0.36,0.135,0.501,0.1665,0.115,0.165,10,2.302585093,2.3938979403,2.3938979403,-0.091312847,-0.487694034,2.3790035808,2.4087922997
F,1,0,1,0.415,0.305,0.13,0.32,0.1305,0.0755,0.105,8,2.0794415417,2.1757490671,2.1757490671,-0.096307525,-0.514547316,2.1580120587,2.1934860755
F,1,0,1,0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,9,2.1972245773,2.2470716859,2.2470716859,-0.049847109,-0.26623825,2.2318696967,2.2622736751
F,1,0,1,0.47,0.35,0.145,0.5175,0.187,0.1235,0.18,11,2.3978952728,2.3682092711,2.3682092711,0.0296860017,0.1585613225,2.3527027158,2.3837158265
F,1,0,1,0.49,0.375,0.15,0.5755,0.22,0.144,0.19,9,2.1972245773,2.3602509668,2.3602509668,-0.163026389,-0.87045106,2.3483471025,2.372154831
F,1,0,1,0.445,0.355,0.15,0.485,0.181,0.125,0.155,11,2.3978952728,2.3218816237,2.3218816237,0.0760136491,0.4059204076,2.308438281,2.3353249663
I,0,0,0,0.425,0.38,0.105,0.3265,0.1285,0.0785,0.1,10,2.302585093,2.0606855092,2.0606855092,0.2418995838,1.2970595562,2.024931993,2.0964390254
F,1,0,1,0.5,0.37,0.135,0.45,0.1715,0.1055,0.155,9,2.1972245773,2.3065907668,2.3065907668,-0.109366189,-0.584383937,2.2879987629,2.3251827706
F,1,0,1,0.39,0.29,0.125,0.3055,0.121,0.082,0.09,7,1.9459101491,2.1398498822,2.1398498822,-0.193939733,-1.036060926,2.1229470264,2.156752738
I,0,0,0,0.365,0.27,0.085,0.205,0.078,0.0485,0.07,7,1.9459101491,1.9408176353,1.9408176353,0.0050925137,0.0271999117,1.9255178421,1.9561174285
F,1,0,1,0.58,0.465,0.165,1.1015,0.404,0.2095,0.35,11,2.3978952728,2.5885344265,2.5885344265,-0.190639154,-1.017998643,2.5754231754,2.6016456776
F,1,0,1,0.53,0.415,0.16,0.783,0.2935,0.158,0.245,15,2.7080502011,2.4488663166,2.4488663166,0.2591838845,1.3837158862,2.4382740463,2.459458587
M,1,1,0,0.555,0.445,0.135,0.836,0.336,0.1625,0.275,13,2.5649493575,2.4220417028,2.4220417028,0.1429076547,0.7629660651,2.4111374934,2.4329459122
M,1,1,0,0.565,0.44,0.175,0.9025,0.31,0.193,0.325,14,2.6390573296,2.6091517723,2.6091517723,0.0299055574,0.1597240642,2.5941972521,2.6241062924
M,1,1,0,0.625,0.505,0.215,1.4455,0.496,0.287,0.435,22,3.0910424534,2.7378241923,2.7378241923,0.3532182611,1.8881323316,2.7165274937,2.7591208909
I,0,0,0,0.275,0.215,0.075,0.1155,0.0485,0.029,0.035,7,1.9459101491,1.7255380274,1.7255380274,0.2203721217,1.1774406402,1.70750157,1.7435744847
I,0,0,0,0.44,0.35,0.135,0.435,0.1815,0.083,0.125,12,2.4849066498,2.1078196974,2.1078196974,0.3770869524,2.0138288218,2.0936625375,2.1219768573
I,0,0,0,0.295,0.225,0.08,0.124,0.0485,0.032,0.04,9,2.1972245773,1.7752158503,1.7752158503,0.4220087271,2.2542748135,1.7589311656,1.7915005349
I,0,0,0,0.075,0.055,0.01,0.002,0.001,0.0005,0.0015,1,0,0.9115158361,0.9115158361,-0.911515836,-4.981679922,0.8322435795,0.9907880927
I,0,0,0,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3,1.0986122887,1.1952497712,1.1952497712,-0.096637483,-0.520475162,1.1456408797,1.2448586627
I,0,0,0,0.11,0.09,0.03,0.008,0.0025,0.002,0.003,3,1.0986122887,1.1339222931,1.1339222931,-0.035310004,-0.190632969,1.0782653207,1.1895792654
I,0,0,0,0.16,0.12,0.035,0.021,0.0075,0.0045,0.005,5,1.6094379124,1.3052548906,1.3052548906,0.3041830219,1.6326943324,1.2658584773,1.3446513038
M,1,1,0,0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,17,2.8332133441,2.4783348141,2.4783348141,0.35487853,1.8951858671,2.4643755018,2.4922941264
I,0,0,0,0.27,0.2,0.07,0.1,0.034,0.0245,0.035,5,1.6094379124,1.7079542453,1.7079542453,-0.098516333,-0.526348407,1.690217543,1.7256909476
I,0,0,0,0.23,0.175,0.065,0.0645,0.026,0.0105,0.02,5,1.6094379124,1.5735363022,1.5735363022,0.0359016102,0.1919329884,1.5515749724,1.5954976321
I,0,0,0,0.3,0.23,0.08,0.1275,0.0435,0.0265,0.04,8,2.0794415417,1.8038125643,1.8038125643,0.2756289774,1.472466738,1.7868708912,1.8207542374
I,0,0,0,0.33,0.255,0.085,0.1655,0.063,0.039,0.06,8,2.0794415417,1.8901939147,1.8901939147,0.189247627,1.0108462561,1.8745061232,1.9058817061
I,0,0,0,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,10,2.302585093,1.892124642,1.892124642,0.410460451,2.1923553818,1.8767368832,1.9075124007
I,0,0,0,0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05,13,2.5649493575,1.8392707538,1.8392707538,0.7256786036,3.876053655,1.8237660009,1.8547755067
I,0,0,0,0.36,0.275,0.085,0.1975,0.0745,0.0415,0.07,9,2.1972245773,1.9494873755,1.9494873755,0.2477372018,1.3232317353,1.9339982733,1.9649764777
I,0,0,0,0.305,0.245,0.075,0.156,0.0675,0.038,0.045,7,1.9459101491,1.8120311947,1.8120311947,0.1338789544,0.7154103258,1.792982929,1.8310794603
I,0,0,0,0.345,0.27,0.11,0.2135,0.082,0.0545,0.07,7,1.9459101491,1.9348987344,1.9348987344,0.0110114147,0.0588145306,1.919473087,1.9503243818
I,0,0,0,0.33,0.25,0.105,0.1715,0.0655,0.035,0.06,7,1.9459101491,1.8795081519,1.8795081519,0.0664019972,0.3546518823,1.8644982118,1.894518092
M,1,1,0,0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,13,2.5649493575,2.5722450895,2.5722450895,-0.007295732,-0.038954495,2.5602824975,2.5842076814
F,1,0,1,0.595,0.455,0.155,1.0605,0.5135,0.2165,0.3,12,2.4849066498,2.2711788551,2.2711788551,0.2137277947,1.1412398409,2.2585297566,2.2838279537
F,1,0,1,0.575,0.46,0.185,1.094,0.4485,0.217,0.345,15,2.7080502011,2.4794142937,2.4794142937,0.2286359074,1.2207829955,2.4673142281,2.4915143592
M,1,1,0,0.6,0.495,0.165,1.2415,0.485,0.2775,0.34,15,2.7080502011,2.5124924312,2.5124924312,0.1955577699,1.0445401022,2.4968963075,2.5280885549
M,1,1,0,0.56,0.45,0.175,1.011,0.3835,0.2065,0.37,15,2.7080502011,2.5915435254,2.5915435254,0.1165066757,0.6224054201,2.5745664523,2.6085205984
M,1,1,0,0.56,0.45,0.185,1.07,0.3805,0.175,0.41,19,2.9444389792,2.7021575798,2.7021575798,0.2422813993,1.2952083975,2.680424744,2.7238904157
M,1,1,0,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,10,2.302585093,2.5666699567,2.5666699567,-0.264084864,-1.411364572,2.5467810654,2.586558848
F,1,0,1,0.635,0.505,0.17,1.415,0.605,0.297,0.365,15,2.7080502011,2.4193404629,2.4193404629,0.2887097382,1.5416637549,2.4063928281,2.4322880978
F,1,0,1,0.59,0.475,0.16,1.1015,0.4775,0.2555,0.295,13,2.5649493575,2.365534894,2.365534894,0.1994144635,1.0646094109,2.3550987373,2.3759710507
F,1,0,1,0.54,0.475,0.155,0.928,0.394,0.194,0.26,11,2.3978952728,2.3660286209,2.3660286209,0.0318666519,0.1703562371,2.3442669664,2.3877902753
F,1,0,1,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,12,2.4849066498,2.3627649924,2.3627649924,0.1221416574,0.6520367044,2.3531145801,2.3724154046
M,1,1,0,0.53,0.42,0.165,0.8945,0.319,0.239,0.245,11,2.3978952728,2.4931960872,2.4931960872,-0.095300814,-0.509075902,2.4769018591,2.5094903153
I,0,0,0,0.245,0.195,0.06,0.095,0.0445,0.0245,0.026,4,1.3862943611,1.631961909,1.631961909,-0.245667548,-1.313215628,1.6106801849,1.653243633
M,1,1,0,0.27,0.2,0.08,0.1205,0.0465,0.028,0.04,6,1.7917594692,1.8810987063,1.8810987063,-0.089339237,-0.478031774,1.8543271797,1.9078702329
F,1,0,1,0.46,0.38,0.13,0.639,0.3,0.1525,0.16,11,2.3978952728,2.186998296,2.186998296,0.2108969768,1.1268097196,2.1689986355,2.2049979565
M,1,1,0,0.52,0.45,0.15,0.895,0.3615,0.186,0.235,14,2.6390573296,2.3907996821,2.3907996821,0.2482576475,1.3268914264,2.3703417411,2.411257623
M,1,1,0,0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,8,2.0794415417,2.0971938748,2.0971938748,-0.017752333,-0.094853231,2.078912962,2.1154747877
M,1,1,0,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9,2.1972245773,2.5429345878,2.5429345878,-0.345710011,-1.84755797,2.5231955681,2.5626736076
F,1,0,1,0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,13,2.5649493575,2.3022355698,2.3022355698,0.2627137877,1.402867761,2.2891534365,2.315317703
F,1,0,1,0.64,0.525,0.215,1.779,0.4535,0.2855,0.55,22,3.0910424534,3.3034999415,3.3034999415,-0.212457488,-1.148829528,3.2442377324,3.3627621506
M,1,1,0,0.59,0.5,0.2,1.187,0.412,0.2705,0.37,16,2.7725887222,2.6720436795,2.6720436795,0.1005450428,0.5373878777,2.6516699602,2.6924173987
M,1,1,0,0.62,0.485,0.205,1.219,0.3875,0.2505,0.385,14,2.6390573296,2.7505452386,2.7505452386,-0.111487909,-0.596083169,2.7279804286,2.7731100486
M,1,1,0,0.63,0.505,0.225,1.525,0.56,0.3335,0.45,15,2.7080502011,2.6611521798,2.6611521798,0.0468980213,0.2506042682,2.6422500761,2.6800542835
M,1,1,0,0.63,0.515,0.155,1.259,0.4105,0.197,0.41,13,2.5649493575,2.7451580636,2.7451580636,-0.180208706,-0.963404309,2.7232374109,2.7670787162
M,1,1,0,0.655,0.54,0.215,1.844,0.7425,0.327,0.585,22,3.0910424534,2.6506727023,2.6506727023,0.4403697511,2.356880382,2.6227093816,2.6786360229
F,1,0,1,0.66,0.53,0.185,1.3485,0.493,0.245,0.49,12,2.4849066498,2.6546887458,2.6546887458,-0.169782096,-0.907488975,2.6339792405,2.6753982511
M,1,1,0,0.61,0.5,0.24,1.642,0.532,0.3345,0.69,18,2.8903717579,3.0783285813,3.0783285813,-0.187956823,-1.010058367,3.0350822972,3.1215748654
M,1,1,0,0.635,0.525,0.205,1.484,0.55,0.3115,0.43,20,2.9957322736,2.6424273179,2.6424273179,0.3533049557,1.8882525547,2.6223114837,2.662543152
F,1,0,1,0.515,0.425,0.135,0.712,0.2665,0.1605,0.25,11,2.3978952728,2.4616077635,2.4616077635,-0.063712491,-0.340266772,2.4471489091,2.4760666179
F,1,0,1,0.535,0.415,0.185,0.8415,0.314,0.1585,0.3,15,2.7080502011,2.5222646462,2.5222646462,0.1857855549,0.9922234299,2.5077506002,2.5367786923
I,0,0,0,0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,7,1.9459101491,1.9720449695,1.9720449695,-0.02613482,-0.139607891,1.9556649729,1.9884249661
F,1,0,1,0.455,0.355,0.12,0.4495,0.177,0.104,0.15,9,2.1972245773,2.2871910044,2.2871910044,-0.089966427,-0.480420099,2.2739479142,2.3004340946
M,1,1,0,0.485,0.395,0.14,0.6295,0.2285,0.127,0.225,14,2.6390573296,2.4547511665,2.4547511665,0.1843061631,0.9842769204,2.4406731973,2.4688291358
M,1,1,0,0.515,0.38,0.175,0.9565,0.325,0.158,0.31,14,2.6390573296,2.5760009464,2.5760009464,0.0630563833,0.337287981,2.5509320168,2.6010698759
F,1,0,1,0.535,0.415,0.17,0.879,0.295,0.1965,0.285,10,2.302585093,2.5893077177,2.5893077177,-0.286722625,-1.531620759,2.5729497975,2.6056656379
M,1,1,0,0.53,0.435,0.155,0.699,0.288,0.1595,0.205,10,2.302585093,2.320200352,2.320200352,-0.017615259,-0.094089367,2.304574986,2.335825718
F,1,0,1,0.495,0.4,0.155,0.6445,0.242,0.1325,0.205,17,2.8332133441,2.4001185627,2.4001185627,0.4330947814,2.312522642,2.3877895246,2.4124476008
M,1,1,0,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,9,2.1972245773,2.5213743303,2.5213743303,-0.324149753,-1.732371169,2.5014924399,2.5412562207
F,1,0,1,0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,10,2.302585093,2.4147305586,2.4147305586,-0.112145466,-0.598774777,2.4029490874,2.4265120299
M,1,1,0,0.54,0.435,0.18,0.996,0.3835,0.226,0.325,17,2.8332133441,2.5334016111,2.5334016111,0.2998117329,1.6013803735,2.5178885598,2.5489146625
F,1,0,1,0.565,0.505,0.21,1.2765,0.501,0.279,0.355,12,2.4849066498,2.5649646655,2.5649646655,-0.080058016,-0.428508987,2.5366167294,2.5933126016
M,1,1,0,0.61,0.475,0.165,1.116,0.428,0.2205,0.315,15,2.7080502011,2.4833829199,2.4833829199,0.2246672812,1.1995796291,2.471406151,2.4953596888
F,1,0,1,0.565,0.455,0.175,1.013,0.342,0.207,0.35,19,2.9444389792,2.6719427109,2.6719427109,0.2724962683,1.4556503558,2.6554482515,2.6884371703
M,1,1,0,0.6,0.495,0.195,1.0575,0.384,0.19,0.375,26,3.258096538,2.5961204628,2.5961204628,0.6619760753,3.5362716271,2.5794984273,2.6127424982
I,0,0,0,0.295,0.215,0.085,0.128,0.049,0.034,0.04,6,1.7917594692,1.7514005069,1.7514005069,0.0403589623,0.215584639,1.7352613185,1.7675396954
I,0,0,0,0.275,0.205,0.075,0.1105,0.045,0.0285,0.035,6,1.7917594692,1.7033378024,1.7033378024,0.0884216668,0.47236899,1.6863584171,1.7203171876
I,0,0,0,0.28,0.21,0.085,0.1065,0.039,0.0295,0.03,4,1.3862943611,1.7191983168,1.7191983168,-0.332903956,-1.778525208,1.701886371,1.7365102626
M,1,1,0,0.49,0.395,0.14,0.549,0.2215,0.1275,0.15,11,2.3978952728,2.272031627,2.272031627,0.1258636458,0.6723166808,2.2559741846,2.2880890694
M,1,1,0,0.37,0.28,0.105,0.234,0.0905,0.0585,0.075,9,2.1972245773,2.118653107,2.118653107,0.0785714703,0.4198702265,2.0994863184,2.1378198957
F,1,0,1,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,9,2.1972245773,2.1494940317,2.1494940317,0.0477305456,0.2549380874,2.1341327569,2.1648553066
F,1,0,1,0.54,0.435,0.175,0.892,0.322,0.174,0.335,13,2.5649493575,2.6012013625,2.6012013625,-0.036252005,-0.193664736,2.584298218,2.618104507
M,1,1,0,0.37,0.28,0.1,0.252,0.1065,0.0595,0.074,8,2.0794415417,2.0859999181,2.0859999181,-0.006558376,-0.035043506,2.0674743991,2.104525437
M,1,1,0,0.36,0.27,0.1,0.217,0.0885,0.0495,0.0715,6,1.7917594692,2.0853871271,2.0853871271,-0.293627658,-1.569256917,2.0654766089,2.1052976452
F,1,0,1,0.47,0.36,0.13,0.472,0.182,0.114,0.15,10,2.302585093,2.2958576405,2.2958576405,0.0067274525,0.0359242874,2.2826891446,2.3090261364
I,0,0,0,0.2,0.145,0.06,0.037,0.0125,0.0095,0.011,4,1.3862943611,1.4437592316,1.4437592316,-0.05746487,-0.307636472,1.4145497121,1.4729687511
I,0,0,0,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3,1.0986122887,1.3090316407,1.3090316407,-0.210419352,-1.129341924,1.2698710018,1.3481922796
M,1,1,0,0.645,0.515,0.24,1.5415,0.471,0.369,0.535,13,2.5649493575,2.9622024516,2.9622024516,-0.397253094,-2.127368412,2.9315487059,2.9928561973
M,1,1,0,0.55,0.41,0.125,0.7605,0.2505,0.1635,0.195,14,2.6390573296,2.466789323,2.466789323,0.1722680066,0.9208464861,2.4455899128,2.4879887332
M,1,1,0,0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,10,2.302585093,2.3503991774,2.3503991774,-0.047814084,-0.255253913,2.3404843083,2.3603140464
F,1,0,1,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,21,3.0445224377,2.5727464666,2.5727464666,0.4717759711,2.5193325595,2.5592943975,2.5861985357
M,1,1,0,0.56,0.44,0.14,0.971,0.443,0.2045,0.265,14,2.6390573296,2.3020738268,2.3020738268,0.3369835028,1.7990509588,2.2916026708,2.3125449827
M,1,1,0,0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,19,2.9444389792,2.6160351995,2.6160351995,0.3284037796,1.7567841796,2.5904962003,2.6415741987
